Maakond;Vanuserühm;Murdekeele.oskus;Usk;Arv;Sugu
Jõgeva maakond;50-64;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;Oskab mõnda murret;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;idamurre;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;keskmurre;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;läänemurre;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;Mulgi murre;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;rannikumurre;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;saarte murre;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;Kihnu murrak;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;Tartu murre;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;Võru murre;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;Setu murrak;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;Põhja-Eesti murre;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;Lõuna-Eesti murre;Katoliiklane;0;Naine
Jõgeva maakond;65 ja vanemad;Ei oska murdeid;Katoliiklane;3;Naine
Jõgeva maakond;65 ja vanemad;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Järva maakond;15-29;Oskab mõnda murret;Katoliiklane;0;Naine
Järva maakond;15-29;idamurre;Katoliiklane;0;Naine
Järva maakond;15-29;keskmurre;Katoliiklane;0;Naine
Järva maakond;15-29;läänemurre;Katoliiklane;0;Naine
Järva maakond;15-29;Mulgi murre;Katoliiklane;0;Naine
Järva maakond;15-29;rannikumurre;Katoliiklane;0;Naine
Järva maakond;15-29;saarte murre;Katoliiklane;0;Naine
Järva maakond;15-29;Kihnu murrak;Katoliiklane;0;Naine
Järva maakond;15-29;Tartu murre;Katoliiklane;0;Naine
Järva maakond;15-29;Võru murre;Katoliiklane;0;Naine
Järva maakond;15-29;Setu murrak;Katoliiklane;0;Naine
Järva maakond;15-29;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Järva maakond;15-29;Põhja-Eesti murre;Katoliiklane;0;Naine
Järva maakond;15-29;Lõuna-Eesti murre;Katoliiklane;0;Naine
Järva maakond;15-29;Ei oska murdeid;Katoliiklane;0;Naine
Järva maakond;15-29;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Järva maakond;30-49;Oskab mõnda murret;Katoliiklane;1;Naine
Järva maakond;30-49;idamurre;Katoliiklane;0;Naine
Järva maakond;30-49;keskmurre;Katoliiklane;0;Naine
Järva maakond;30-49;läänemurre;Katoliiklane;0;Naine
Järva maakond;30-49;Mulgi murre;Katoliiklane;0;Naine
Järva maakond;30-49;rannikumurre;Katoliiklane;0;Naine
Järva maakond;30-49;saarte murre;Katoliiklane;0;Naine
Järva maakond;30-49;Kihnu murrak;Katoliiklane;0;Naine
Järva maakond;30-49;Tartu murre;Katoliiklane;0;Naine
Järva maakond;30-49;Võru murre;Katoliiklane;1;Naine
Järva maakond;30-49;Setu murrak;Katoliiklane;0;Naine
Järva maakond;30-49;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Järva maakond;30-49;Põhja-Eesti murre;Katoliiklane;0;Naine
Järva maakond;30-49;Lõuna-Eesti murre;Katoliiklane;0;Naine
Järva maakond;30-49;Ei oska murdeid;Katoliiklane;1;Naine
Järva maakond;30-49;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Järva maakond;50-64;Oskab mõnda murret;Katoliiklane;1;Naine
Järva maakond;50-64;idamurre;Katoliiklane;0;Naine
Järva maakond;50-64;keskmurre;Katoliiklane;0;Naine
Järva maakond;50-64;läänemurre;Katoliiklane;0;Naine
Järva maakond;50-64;Mulgi murre;Katoliiklane;1;Naine
Järva maakond;50-64;rannikumurre;Katoliiklane;0;Naine
Järva maakond;50-64;saarte murre;Katoliiklane;0;Naine
Järva maakond;50-64;Kihnu murrak;Katoliiklane;0;Naine
Järva maakond;50-64;Tartu murre;Katoliiklane;0;Naine
Järva maakond;50-64;Võru murre;Katoliiklane;0;Naine
Järva maakond;50-64;Setu murrak;Katoliiklane;0;Naine
Järva maakond;50-64;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Järva maakond;50-64;Põhja-Eesti murre;Katoliiklane;0;Naine
Järva maakond;50-64;Lõuna-Eesti murre;Katoliiklane;0;Naine
Järva maakond;50-64;Ei oska murdeid;Katoliiklane;1;Naine
Järva maakond;50-64;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;Oskab mõnda murret;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;idamurre;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;keskmurre;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;läänemurre;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;Mulgi murre;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;rannikumurre;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;saarte murre;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;Kihnu murrak;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;Tartu murre;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;Võru murre;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;Setu murrak;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;Põhja-Eesti murre;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;Lõuna-Eesti murre;Katoliiklane;0;Naine
Järva maakond;65 ja vanemad;Ei oska murdeid;Katoliiklane;4;Naine
Järva maakond;65 ja vanemad;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Lääne maakond;15-29;Oskab mõnda murret;Katoliiklane;1;Naine
Lääne maakond;15-29;idamurre;Katoliiklane;0;Naine
Lääne maakond;15-29;keskmurre;Katoliiklane;0;Naine
Lääne maakond;15-29;läänemurre;Katoliiklane;0;Naine
Lääne maakond;15-29;Mulgi murre;Katoliiklane;0;Naine
Lääne maakond;15-29;rannikumurre;Katoliiklane;0;Naine
Lääne maakond;15-29;saarte murre;Katoliiklane;1;Naine
Lääne maakond;15-29;Kihnu murrak;Katoliiklane;0;Naine
Lääne maakond;15-29;Tartu murre;Katoliiklane;0;Naine
Lääne maakond;15-29;Võru murre;Katoliiklane;0;Naine
Lääne maakond;15-29;Setu murrak;Katoliiklane;0;Naine
Lääne maakond;15-29;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Lääne maakond;15-29;Põhja-Eesti murre;Katoliiklane;0;Naine
Lääne maakond;15-29;Lõuna-Eesti murre;Katoliiklane;0;Naine
Lääne maakond;15-29;Ei oska murdeid;Katoliiklane;0;Naine
Lääne maakond;15-29;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Lääne maakond;30-49;Oskab mõnda murret;Katoliiklane;0;Naine
Lääne maakond;30-49;idamurre;Katoliiklane;0;Naine
Lääne maakond;30-49;keskmurre;Katoliiklane;0;Naine
Lääne maakond;30-49;läänemurre;Katoliiklane;0;Naine
Lääne maakond;30-49;Mulgi murre;Katoliiklane;0;Naine
Lääne maakond;30-49;rannikumurre;Katoliiklane;0;Naine
Lääne maakond;30-49;saarte murre;Katoliiklane;0;Naine
Lääne maakond;30-49;Kihnu murrak;Katoliiklane;0;Naine
Lääne maakond;30-49;Tartu murre;Katoliiklane;0;Naine
Lääne maakond;30-49;Võru murre;Katoliiklane;0;Naine
Lääne maakond;30-49;Setu murrak;Katoliiklane;0;Naine
Lääne maakond;30-49;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Lääne maakond;30-49;Põhja-Eesti murre;Katoliiklane;0;Naine
Lääne maakond;30-49;Lõuna-Eesti murre;Katoliiklane;0;Naine
Lääne maakond;30-49;Ei oska murdeid;Katoliiklane;4;Naine
Lääne maakond;30-49;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Lääne maakond;50-64;Oskab mõnda murret;Katoliiklane;0;Naine
Lääne maakond;50-64;idamurre;Katoliiklane;0;Naine
Lääne maakond;50-64;keskmurre;Katoliiklane;0;Naine
Lääne maakond;50-64;läänemurre;Katoliiklane;0;Naine
Lääne maakond;50-64;Mulgi murre;Katoliiklane;0;Naine
Lääne maakond;50-64;rannikumurre;Katoliiklane;0;Naine
Lääne maakond;50-64;saarte murre;Katoliiklane;0;Naine
Lääne maakond;50-64;Kihnu murrak;Katoliiklane;0;Naine
Lääne maakond;50-64;Tartu murre;Katoliiklane;0;Naine
Lääne maakond;50-64;Võru murre;Katoliiklane;0;Naine
Lääne maakond;50-64;Setu murrak;Katoliiklane;0;Naine
Lääne maakond;50-64;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Lääne maakond;50-64;Põhja-Eesti murre;Katoliiklane;0;Naine
Lääne maakond;50-64;Lõuna-Eesti murre;Katoliiklane;0;Naine
Lääne maakond;50-64;Ei oska murdeid;Katoliiklane;0;Naine
Lääne maakond;50-64;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;Oskab mõnda murret;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;idamurre;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;keskmurre;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;läänemurre;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;Mulgi murre;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;rannikumurre;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;saarte murre;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;Kihnu murrak;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;Tartu murre;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;Võru murre;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;Setu murrak;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;Põhja-Eesti murre;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;Lõuna-Eesti murre;Katoliiklane;0;Naine
Lääne maakond;65 ja vanemad;Ei oska murdeid;Katoliiklane;1;Naine
Lääne maakond;65 ja vanemad;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;Oskab mõnda murret;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;idamurre;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;keskmurre;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;läänemurre;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;Mulgi murre;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;rannikumurre;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;saarte murre;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;Kihnu murrak;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;Tartu murre;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;Võru murre;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;Setu murrak;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;Põhja-Eesti murre;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;Lõuna-Eesti murre;Katoliiklane;0;Naine
Lääne-Viru maakond;15-29;Ei oska murdeid;Katoliiklane;2;Naine
Lääne-Viru maakond;15-29;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;Oskab mõnda murret;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;idamurre;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;keskmurre;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;läänemurre;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;Mulgi murre;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;rannikumurre;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;saarte murre;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;Kihnu murrak;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;Tartu murre;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;Võru murre;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;Setu murrak;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;Põhja-Eesti murre;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;Lõuna-Eesti murre;Katoliiklane;0;Naine
Lääne-Viru maakond;30-49;Ei oska murdeid;Katoliiklane;4;Naine
Lääne-Viru maakond;30-49;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;Oskab mõnda murret;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;idamurre;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;keskmurre;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;läänemurre;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;Mulgi murre;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;rannikumurre;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;saarte murre;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;Kihnu murrak;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;Tartu murre;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;Võru murre;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;Setu murrak;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;Põhja-Eesti murre;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;Lõuna-Eesti murre;Katoliiklane;0;Naine
Lääne-Viru maakond;50-64;Ei oska murdeid;Katoliiklane;4;Naine
Lääne-Viru maakond;50-64;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;Oskab mõnda murret;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;idamurre;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;keskmurre;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;läänemurre;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;Mulgi murre;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;rannikumurre;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;saarte murre;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;Kihnu murrak;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;Tartu murre;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;Võru murre;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;Setu murrak;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;Põhja-Eesti murre;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;Lõuna-Eesti murre;Katoliiklane;0;Naine
Lääne-Viru maakond;65 ja vanemad;Ei oska murdeid;Katoliiklane;7;Naine
Lääne-Viru maakond;65 ja vanemad;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Põlva maakond;15-29;Oskab mõnda murret;Katoliiklane;0;Naine
Põlva maakond;15-29;idamurre;Katoliiklane;0;Naine
Põlva maakond;15-29;keskmurre;Katoliiklane;0;Naine
Põlva maakond;15-29;läänemurre;Katoliiklane;0;Naine
Põlva maakond;15-29;Mulgi murre;Katoliiklane;0;Naine
Põlva maakond;15-29;rannikumurre;Katoliiklane;0;Naine
Põlva maakond;15-29;saarte murre;Katoliiklane;0;Naine
Põlva maakond;15-29;Kihnu murrak;Katoliiklane;0;Naine
Põlva maakond;15-29;Tartu murre;Katoliiklane;0;Naine
Põlva maakond;15-29;Võru murre;Katoliiklane;0;Naine
Põlva maakond;15-29;Setu murrak;Katoliiklane;0;Naine
Põlva maakond;15-29;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Põlva maakond;15-29;Põhja-Eesti murre;Katoliiklane;0;Naine
Põlva maakond;15-29;Lõuna-Eesti murre;Katoliiklane;0;Naine
Põlva maakond;15-29;Ei oska murdeid;Katoliiklane;1;Naine
Põlva maakond;15-29;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Põlva maakond;30-49;Oskab mõnda murret;Katoliiklane;2;Naine
Põlva maakond;30-49;idamurre;Katoliiklane;0;Naine
Põlva maakond;30-49;keskmurre;Katoliiklane;0;Naine
Põlva maakond;30-49;läänemurre;Katoliiklane;0;Naine
Põlva maakond;30-49;Mulgi murre;Katoliiklane;0;Naine
Põlva maakond;30-49;rannikumurre;Katoliiklane;0;Naine
Põlva maakond;30-49;saarte murre;Katoliiklane;0;Naine
Põlva maakond;30-49;Kihnu murrak;Katoliiklane;0;Naine
Põlva maakond;30-49;Tartu murre;Katoliiklane;0;Naine
Põlva maakond;30-49;Võru murre;Katoliiklane;2;Naine
Põlva maakond;30-49;Setu murrak;Katoliiklane;0;Naine
Põlva maakond;30-49;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Põlva maakond;30-49;Põhja-Eesti murre;Katoliiklane;0;Naine
Põlva maakond;30-49;Lõuna-Eesti murre;Katoliiklane;0;Naine
Põlva maakond;30-49;Ei oska murdeid;Katoliiklane;0;Naine
Põlva maakond;30-49;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Põlva maakond;50-64;Oskab mõnda murret;Katoliiklane;1;Naine
Põlva maakond;50-64;idamurre;Katoliiklane;0;Naine
Põlva maakond;50-64;keskmurre;Katoliiklane;0;Naine
Põlva maakond;50-64;läänemurre;Katoliiklane;0;Naine
Põlva maakond;50-64;Mulgi murre;Katoliiklane;0;Naine
Põlva maakond;50-64;rannikumurre;Katoliiklane;0;Naine
Põlva maakond;50-64;saarte murre;Katoliiklane;1;Naine
Põlva maakond;50-64;Kihnu murrak;Katoliiklane;0;Naine
Põlva maakond;50-64;Tartu murre;Katoliiklane;0;Naine
Põlva maakond;50-64;Võru murre;Katoliiklane;0;Naine
Põlva maakond;50-64;Setu murrak;Katoliiklane;0;Naine
Põlva maakond;50-64;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Põlva maakond;50-64;Põhja-Eesti murre;Katoliiklane;0;Naine
Põlva maakond;50-64;Lõuna-Eesti murre;Katoliiklane;0;Naine
Põlva maakond;50-64;Ei oska murdeid;Katoliiklane;0;Naine
Põlva maakond;50-64;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;Oskab mõnda murret;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;idamurre;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;keskmurre;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;läänemurre;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;Mulgi murre;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;rannikumurre;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;saarte murre;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;Kihnu murrak;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;Tartu murre;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;Võru murre;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;Setu murrak;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;Põhja-Eesti murre;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;Lõuna-Eesti murre;Katoliiklane;0;Naine
Põlva maakond;65 ja vanemad;Ei oska murdeid;Katoliiklane;1;Naine
Põlva maakond;65 ja vanemad;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Pärnu maakond;15-29;Oskab mõnda murret;Katoliiklane;1;Naine
Pärnu maakond;15-29;idamurre;Katoliiklane;0;Naine
Pärnu maakond;15-29;keskmurre;Katoliiklane;0;Naine
Pärnu maakond;15-29;läänemurre;Katoliiklane;0;Naine
Pärnu maakond;15-29;Mulgi murre;Katoliiklane;0;Naine
Pärnu maakond;15-29;rannikumurre;Katoliiklane;0;Naine
Pärnu maakond;15-29;saarte murre;Katoliiklane;0;Naine
Pärnu maakond;15-29;Kihnu murrak;Katoliiklane;0;Naine
Pärnu maakond;15-29;Tartu murre;Katoliiklane;0;Naine
Pärnu maakond;15-29;Võru murre;Katoliiklane;1;Naine
Pärnu maakond;15-29;Setu murrak;Katoliiklane;0;Naine
Pärnu maakond;15-29;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Pärnu maakond;15-29;Põhja-Eesti murre;Katoliiklane;0;Naine
Pärnu maakond;15-29;Lõuna-Eesti murre;Katoliiklane;0;Naine
Pärnu maakond;15-29;Ei oska murdeid;Katoliiklane;4;Naine
Pärnu maakond;15-29;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Pärnu maakond;30-49;Oskab mõnda murret;Katoliiklane;0;Naine
Pärnu maakond;30-49;idamurre;Katoliiklane;0;Naine
Pärnu maakond;30-49;keskmurre;Katoliiklane;0;Naine
Pärnu maakond;30-49;läänemurre;Katoliiklane;0;Naine
Pärnu maakond;30-49;Mulgi murre;Katoliiklane;0;Naine
Pärnu maakond;30-49;rannikumurre;Katoliiklane;0;Naine
Pärnu maakond;30-49;saarte murre;Katoliiklane;0;Naine
Pärnu maakond;30-49;Kihnu murrak;Katoliiklane;0;Naine
Pärnu maakond;30-49;Tartu murre;Katoliiklane;0;Naine
Pärnu maakond;30-49;Võru murre;Katoliiklane;0;Naine
Pärnu maakond;30-49;Setu murrak;Katoliiklane;0;Naine
Pärnu maakond;30-49;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Pärnu maakond;30-49;Põhja-Eesti murre;Katoliiklane;0;Naine
Pärnu maakond;30-49;Lõuna-Eesti murre;Katoliiklane;0;Naine
Pärnu maakond;30-49;Ei oska murdeid;Katoliiklane;14;Naine
Pärnu maakond;30-49;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Pärnu maakond;50-64;Oskab mõnda murret;Katoliiklane;0;Naine
Pärnu maakond;50-64;idamurre;Katoliiklane;0;Naine
Pärnu maakond;50-64;keskmurre;Katoliiklane;0;Naine
Pärnu maakond;50-64;läänemurre;Katoliiklane;0;Naine
Pärnu maakond;50-64;Mulgi murre;Katoliiklane;0;Naine
Pärnu maakond;50-64;rannikumurre;Katoliiklane;0;Naine
Pärnu maakond;50-64;saarte murre;Katoliiklane;0;Naine
Pärnu maakond;50-64;Kihnu murrak;Katoliiklane;0;Naine
Pärnu maakond;50-64;Tartu murre;Katoliiklane;0;Naine
Pärnu maakond;50-64;Võru murre;Katoliiklane;0;Naine
Pärnu maakond;50-64;Setu murrak;Katoliiklane;0;Naine
Pärnu maakond;50-64;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Pärnu maakond;50-64;Põhja-Eesti murre;Katoliiklane;0;Naine
Pärnu maakond;50-64;Lõuna-Eesti murre;Katoliiklane;0;Naine
Pärnu maakond;50-64;Ei oska murdeid;Katoliiklane;12;Naine
Pärnu maakond;50-64;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;Oskab mõnda murret;Katoliiklane;2;Naine
Pärnu maakond;65 ja vanemad;idamurre;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;keskmurre;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;läänemurre;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;Mulgi murre;Katoliiklane;1;Naine
Pärnu maakond;65 ja vanemad;rannikumurre;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;saarte murre;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;Kihnu murrak;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;Tartu murre;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;Võru murre;Katoliiklane;1;Naine
Pärnu maakond;65 ja vanemad;Setu murrak;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;Põhja-Eesti murre;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;Lõuna-Eesti murre;Katoliiklane;0;Naine
Pärnu maakond;65 ja vanemad;Ei oska murdeid;Katoliiklane;8;Naine
Pärnu maakond;65 ja vanemad;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Rapla maakond;15-29;Oskab mõnda murret;Katoliiklane;0;Naine
Rapla maakond;15-29;idamurre;Katoliiklane;0;Naine
Rapla maakond;15-29;keskmurre;Katoliiklane;0;Naine
Rapla maakond;15-29;läänemurre;Katoliiklane;0;Naine
Rapla maakond;15-29;Mulgi murre;Katoliiklane;0;Naine
Rapla maakond;15-29;rannikumurre;Katoliiklane;0;Naine
Rapla maakond;15-29;saarte murre;Katoliiklane;0;Naine
Rapla maakond;15-29;Kihnu murrak;Katoliiklane;0;Naine
Rapla maakond;15-29;Tartu murre;Katoliiklane;0;Naine
Rapla maakond;15-29;Võru murre;Katoliiklane;0;Naine
Rapla maakond;15-29;Setu murrak;Katoliiklane;0;Naine
Rapla maakond;15-29;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Rapla maakond;15-29;Põhja-Eesti murre;Katoliiklane;0;Naine
Rapla maakond;15-29;Lõuna-Eesti murre;Katoliiklane;0;Naine
Rapla maakond;15-29;Ei oska murdeid;Katoliiklane;5;Naine
Rapla maakond;15-29;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Rapla maakond;30-49;Oskab mõnda murret;Katoliiklane;1;Naine
Rapla maakond;30-49;idamurre;Katoliiklane;0;Naine
Rapla maakond;30-49;keskmurre;Katoliiklane;0;Naine
Rapla maakond;30-49;läänemurre;Katoliiklane;0;Naine
Rapla maakond;30-49;Mulgi murre;Katoliiklane;0;Naine
Rapla maakond;30-49;rannikumurre;Katoliiklane;0;Naine
Rapla maakond;30-49;saarte murre;Katoliiklane;1;Naine
Rapla maakond;30-49;Kihnu murrak;Katoliiklane;0;Naine
Rapla maakond;30-49;Tartu murre;Katoliiklane;0;Naine
Rapla maakond;30-49;Võru murre;Katoliiklane;0;Naine
Rapla maakond;30-49;Setu murrak;Katoliiklane;0;Naine
Rapla maakond;30-49;oskab murret, kuid täpne murre teadmata;Katoliiklane;0;Naine
Rapla maakond;30-49;Põhja-Eesti murre;Katoliiklane;0;Naine
Rapla maakond;30-49;Lõuna-Eesti murre;Katoliiklane;0;Naine
Rapla maakond;30-49;Ei oska murdeid;Katoliiklane;10;Naine
Rapla maakond;30-49;Murdekeele oskus teadmata;Katoliiklane;0;Naine
Rapla maakond;50-64;Oskab mõnda murret;Katoliiklane;2;Naine
Rapla maakond;50-64;idamurre;Katoliiklane;0;Naine
Rapla maakond;50-64;keskmurre;Katoliiklane;0;Naine
Rapla maakond;50-64;läänemurre;Katoliiklane;0;Naine
Rapla maakond;50-64;Mulgi murre;Katoliiklane;0;Naine
Rapla maakond;50-64;rannikumurre;Katoliiklane;1;Naine
